ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
CACF6E53E06D15F0,classic_bike,2021-07-20 07:58:43,2021-07-20 08:11:06,51 St & Hobart St,6662.08,34 Ave & 38 St,6638.01,40.757764,-73.907654,40.756913,-73.921631,casual
13272039E9E9AF9D,classic_bike,2021-07-07 07:31:20,2021-07-07 08:06:28,Bushwick Ave & Furman Ave,4317.05,Prospect Pl & 6 Ave,4166.08,40.68281,-73.90623,40.6793307,-73.97519523,casual
B48E889CBD484CD9,classic_bike,2021-07-05 22:40:46,2021-07-05 22:44:03,6 Ave & Broome St,5610.09,MacDougal St & Prince St,5687.04,40.72431,-74.00473,40.72710258,-74.00297088,member
D408BD54778A08E3,classic_bike,2021-07-05 15:46:44,2021-07-05 15:55:42,Grove St & Broadway,4526.01,George St & Wilson Ave,4906.07,40.69047,-73.923511,40.702997,-73.92997,casual
C2AFF95E237987BA,classic_bike,2021-07-06 19:54:39,2021-07-06 19:56:52,Melrose Ave & E 150 St,7879.01,Courtlandt Ave & E 149 St,7840.05,40.816827,-73.917338,40.816402,-73.919549,member
B83454BEEE7C0BB3,classic_bike,2021-07-23 15:49:42,2021-07-23 16:20:39,6 Ave & Broome St,5610.09,Pioneer St & Van Brunt St,4169.04,40.72431,-74.00473,40.679043,-74.011169,member
8A2EA9CCFBD48039,classic_bike,2021-07-26 16:43:47,2021-07-26 16:55:19,Melrose Ave & E 150 St,7879.01,Courtlandt Ave & E 149 St,7840.05,40.816827,-73.917338,40.816402,-73.919549,casual
FD10AECAE3DCD58A,classic_bike,2021-07-17 17:58:07,2021-07-17 18:46:24,Lenox Ave & W 111 St,7602.05,Grand Army Plaza & Central Park S,6839.10,40.7987859,-73.9523,40.7643971,-73.97371465,casual
15894EF6F99DBBC2,classic_bike,2021-07-02 16:03:19,2021-07-02 16:40:44,Lenox Ave & W 111 St,7602.05,W 47 St & 6 Ave,6667.04,40.7987859,-73.9523,40.758397,-73.98255,casual
95B1A1CAFCAAAB58,classic_bike,2021-07-13 09:54:00,2021-07-13 10:23:07,Lenox Ave & W 111 St,7602.05,Grand Army Plaza & Central Park S,6839.10,40.7987859,-73.9523,40.7643971,-73.97371465,casual
1D1BCC0E4F438BC4,classic_bike,2021-07-18 15:02:02,2021-07-18 15:09:32,Grove St & Broadway,4526.01,George St & Wilson Ave,4906.07,40.69047,-73.923511,40.702997,-73.92997,member
A9C4C88708924362,classic_bike,2021-07-07 16:40:11,2021-07-07 16:56:05,Anthony Ave & E 175 St,8319.01,Courtlandt Ave & E 149 St,7840.05,40.846465,-73.903869,40.816402,-73.919549,member
DEF884407423DB56,classic_bike,2021-07-25 10:59:50,2021-07-25 11:24:46,Lenox Ave & W 111 St,7602.05,Grand Army Plaza & Central Park S,6839.10,40.7987859,-73.9523,40.7643971,-73.97371465,casual
B8571A630BB516E9,classic_bike,2021-07-25 12:00:49,2021-07-25 12:44:29,Jerome Ave & E Mosholu Parkway S,8795.01,5 Ave & W 126 St,7701.21,40.87935,-73.88534,40.80722,-73.9418,casual
3F622E208DE1F707,classic_bike,2021-07-01 09:21:56,2021-07-01 09:34:56,6 Ave & Broome St,5610.09,W 16 St & The High Line,6233.05,40.72431,-74.00473,40.74334935,-74.00681753,member
C2A3EF62F453E2D4,classic_bike,2021-07-24 12:36:33,2021-07-24 13:03:07,Howard St & Centre St,5422.04,W 16 St & The High Line,6233.05,40.71910537,-73.99973337,40.74334935,-74.00681753,casual
